StandardSupplyRecord(cardName: Akroma's Memorial; condition: Unplayed; cost:  6.95; quantity: 1; set: Future Sight; vendor: Gamers' Inn), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.15; quantity: 12; set: Exodus; vendor: CoreTCG), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.15; quantity: 20; set: Exodus; vendor: TheManaCrypt), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.17; quantity: 4; set: Exodus; vendor: Cape Fear Games), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.18; quantity: 8; set: Exodus; vendor: StrikeZoneOnline), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.19; quantity: 25; set: Exodus; vendor: MTGFanatic), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.19; quantity: 54; set: Exodus; vendor: Ccg Bot), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.19; quantity: 9; set: Exodus; vendor: Matchplay), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.24; quantity: 81; set: Exodus; vendor: ShuffleandCut), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.25; quantity: 12; set: Exodus; vendor: CoolStuffInc), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.25; quantity: 12; set: Exodus; vendor: SuperGamesInc), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.25; quantity: 1; set: Exodus; vendor: Tara Angel’s Magic ), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.25; quantity: 23; set: Exodus; vendor: Alter Reality Games), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.25; quantity: 23; set: Exodus; vendor: HotsauceGames), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.25; quantity: 34; set: Exodus; vendor: adventuresON), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.27; quantity: 2; set: Exodus; vendor: GlobalMTG), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.27; quantity: 33; set: Exodus; vendor: TrollandToad), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.27; quantity: 53; set: Exodus; vendor: AllCCG), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.28; quantity: 27; set: Exodus; vendor: XtremeGames), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.31; quantity: 2; set: Exodus; vendor: Game Cafe), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.34; quantity: 40; set: Exodus; vendor: ABUGames), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.35; quantity: 14; set: Exodus; vendor: Comic Asylum), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.49; quantity: 51; set: Exodus; vendor: GamingETC), 
StandardSupplyRecord(cardName: Spellshock; condition: Unplayed; cost: 0.50; quantity: 65; set: Exodus; vendor: CCGHouse), 
StandardSupplyRecord(cardName: Sword of Fire and Ice; condition: Unplayed; cost: 11.99; quantity: 4; set: Darksteel; vendor: CoreTCG), 
StandardSupplyRecord(cardName: Sword of Fire and Ice; condition: Unplayed; cost: 12.25; quantity: 4; set: Darksteel; vendor: Cape Fear Games), 
StandardSupplyRecord(cardName: Sword of Fire and Ice; condition: Unplayed; cost: 12.49; quantity: 7; set: Darksteel; vendor: HotsauceGames), 
StandardSupplyRecord(cardName: Sword of Fire and Ice; condition: Unplayed; cost: 12.75; quantity: 1; set: Darksteel; vendor: XtremeGames), 
StandardSupplyRecord(cardName: Sword of Fire and Ice; condition: Unplayed; cost: 12.99; quantity: 6; set: Darksteel; vendor: ShuffleandCut), 
StandardSupplyRecord(cardName: Sword of Fire and Ice; condition: Unplayed; cost: 13.65; quantity: 2; set: Darksteel; vendor: VolcanicMagic), 
StandardSupplyRecord(cardName: Sword of Fire and Ice; condition: Unplayed; cost: 13.95; quantity: 1; set: Darksteel; vendor: Tara Angel’s Magic ), 
StandardSupplyRecord(cardName: Sword of Fire and Ice; condition: Unplayed; cost: 13.99; quantity: 5; set: Darksteel; vendor: SuperGamesInc), 
StandardSupplyRecord(cardName: Sword of Fire and Ice; condition: Unplayed; cost: 14.64; quantity: 7; set: Darksteel; vendor: CCGHouse), 
StandardSupplyRecord(cardName: Sword of Fire and Ice; condition: Unplayed; cost: 14.99; quantity: 12; set: Darksteel; vendor: adventuresON), 
StandardSupplyRecord(cardName: Sword of Fire and Ice; condition: Unplayed; cost: 14.99; quantity: 4; set: Darksteel; vendor: ABUGames), 
StandardSupplyRecord(cardName: Sword of Fire and Ice; condition: Unplayed; cost: 14.99; quantity: 4; set: Darksteel; vendor: Matchplay), 
StandardSupplyRecord(cardName: Sword of Fire and Ice; condition: Unplayed; cost: 15.99; quantity: 4; set: Darksteel; vendor: CoolStuffInc), 
StandardSupplyRecord(cardName: Sword of Light and Shadow; condition: Unplayed; cost:  7.27; quantity: 2; set: Darksteel; vendor: VolcanicMagic), 
StandardSupplyRecord(cardName: Sword of Light and Shadow; condition: Unplayed; cost:  7.29; quantity: 1; set: Darksteel; vendor: GonetoPlaid), 
StandardSupplyRecord(cardName: Sword of Light and Shadow; condition: Unplayed; cost:  7.50; quantity: 1; set: Darksteel; vendor: Top Deck Hobbies), 
StandardSupplyRecord(cardName: Sword of Light and Shadow; condition: Unplayed; cost:  7.95; quantity: 5; set: Darksteel; vendor: CoreTCG), 
StandardSupplyRecord(cardName: Sword of Light and Shadow; condition: Unplayed; cost:  7.98; quantity: 2; set: Darksteel; vendor: Matchplay), 
StandardSupplyRecord(cardName: Sword of Light and Shadow; condition: Unplayed; cost:  7.99; quantity: 1; set: Darksteel; vendor: PaperHeroes), 
StandardSupplyRecord(cardName: Sword of Light and Shadow; condition: Unplayed; cost:  7.99; quantity: 5; set: Darksteel; vendor: Alter Reality Games), 
StandardSupplyRecord(cardName: Sword of Light and Shadow; condition: Unplayed; cost:  8.00; quantity: 1; set: Darksteel; vendor: Anthem Games), 
StandardSupplyRecord(cardName: Sword of Light and Shadow; condition: Unplayed; cost:  8.99; quantity: 1; set: Darksteel; vendor: ShuffleandCut), 
StandardSupplyRecord(cardName: Sword of Light and Shadow; condition: Unplayed; cost:  8.99; quantity: 5; set: Darksteel; vendor: SuperGamesInc), 
StandardSupplyRecord(cardName: Sword of Light and Shadow; condition: Unplayed; cost: 10.99; quantity: 1; set: Darksteel; vendor: GamingETC), 
StandardSupplyRecord(cardName: Sword of Light and Shadow; condition: Unplayed; cost: 11.99; quantity: 5; set: Darksteel; vendor: CoolStuffInc), 
StandardSupplyRecord(cardName: Sword of Light and Shadow; condition: Unplayed; cost: 12.95; quantity: 2; set: Darksteel; vendor: Tara Angel’s Magic ), 
StandardSupplyRecord(cardName: Sword of Light and Shadow; condition: Unplayed; cost: 13.59; quantity: 6; set: Darksteel; vendor: CCGHouse), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.45; quantity: 1; set: Weatherlight; vendor: Tara Angel’s Magic ), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.45; quantity: 2; set: Weatherlight; vendor: GameTimeCC), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.49; quantity: 10; set: Weatherlight; vendor: ABUGames), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.49; quantity: 12; set: Classic Sixth Edition; vendor: CoolStuffInc), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.49; quantity: 12; set: Weatherlight; vendor: SuperGamesInc), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.49; quantity: 27; set: Weatherlight; vendor: GamingETC), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.49; quantity: 2; set: Classic Sixth Edition; vendor: Matchplay), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.49; quantity: 39; set: Weatherlight; vendor: ShuffleandCut), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.49; quantity: 6; set: Classic Sixth Edition; vendor: adventuresON), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.49; quantity: 6; set: Weatherlight; vendor: CoreTCG), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.49; quantity: 8; set: Weatherlight; vendor: Cape Fear Games), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.49; quantity: 8; set: Weatherlight; vendor: Comic Asylum), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.50; quantity: 5; set: Weatherlight; vendor: Alter Reality Games), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.50; quantity: 5; set: Weatherlight; vendor: XtremeGames), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.51; quantity: 23; set: Weatherlight; vendor: CCGHouse), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.54; quantity: 3; set: Weatherlight; vendor: GlobalMTG), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.59; quantity: 17; set: Weatherlight; vendor: AllCCG), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.63; quantity: 12; set: Weatherlight; vendor: TrollandToad), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.63; quantity: 8; set: Weatherlight; vendor: StrikeZoneOnline), 
StandardSupplyRecord(cardName: Tranquil Grove; condition: Unplayed; cost: 0.69; quantity: 20; set: Weatherlight; vendor: MTGFanatic), 
StandardSupplyRecord(cardName: Vigor; condition: Unplayed; cost: 3.49; quantity: 1; set: Lorwyn; vendor: Comic Asylum), 
StandardSupplyRecord(cardName: Vigor; condition: Unplayed; cost: 3.49; quantity: 1; set: Lorwyn; vendor: GonetoPlaid), 
StandardSupplyRecord(cardName: Vigor; condition: Unplayed; cost: 3.49; quantity: 1; set: Lorwyn; vendor: HotsauceGames), 
StandardSupplyRecord(cardName: Vigor; condition: Unplayed; cost: 3.49; quantity: 3; set: Lorwyn; vendor: CoreTCG), 
StandardSupplyRecord(cardName: Vigor; condition: Unplayed; cost: 3.49; quantity: 3; set: Lorwyn; vendor: PaperHeroes), 
StandardSupplyRecord(cardName: Vigor; condition: Unplayed; cost: 3.49; quantity: 8; set: Lorwyn; vendor: StrikeZoneOnline), 
StandardSupplyRecord(cardName: Vigor; condition: Unplayed; cost: 3.56; quantity: 1; set: Lorwyn; vendor: Game Cafe), 
StandardSupplyRecord(cardName: Vigor; condition: Unplayed; cost: 3.59; quantity: 1; set: Lorwyn; vendor: Matchplay), 
StandardSupplyRecord(cardName: Vigor; condition: Unplayed; cost: 3.98; quantity: 1; set: Lorwyn; vendor: Ccg Bot), 
StandardSupplyRecord(cardName: Vigor; condition: Unplayed; cost: 3.99; quantity: 11; set: Lorwyn; vendor: ChannelFireball), 
StandardSupplyRecord(cardName: Vigor; condition: Unplayed; cost: 3.99; quantity: 1; set: Lorwyn; vendor: ABUGames), 
StandardSupplyRecord(cardName: Vigor; condition: Unplayed; cost: 3.99; quantity: 3; set: Lorwyn; vendor: Anthem Games), 
StandardSupplyRecord(cardName: Vigor; condition: Unplayed; cost: 4.02; quantity: 4; set: Lorwyn; vendor: AllCCG), 
StandardSupplyRecord(cardName: Vigor; condition: Unplayed; cost: 4.27; quantity: 2; set: Lorwyn; vendor: TrollandToad), 
StandardSupplyRecord(cardName: Vigor; condition: Unplayed; cost: 4.99; quantity: 12; set: Lorwyn; vendor: CoolStuffInc), 
StandardSupplyRecord(cardName: Vigor; condition: Unplayed; cost: 4.99; quantity: 1; set: Lorwyn; vendor: MTGFanatic), 
StandardSupplyRecord(cardName: Vigor; condition: Unplayed; cost: 5.50; quantity: 2; set: Lorwyn; vendor: Tara Angel’s Magic ), 
StandardSupplyRecord(cardName: Yavimaya Ancients; condition: Unplayed; cost: 0.08; quantity: 24; set: Alliances; vendor: CoreTCG), 
StandardSupplyRecord(cardName: Yavimaya Ancients; condition: Unplayed; cost: 0.08; quantity: 83; set: Alliances; vendor: ChannelFireball), 
StandardSupplyRecord(cardName: Yavimaya Ancients; condition: Unplayed; cost: 0.10; quantity: 28; set: Alliances; vendor: adventuresON), 
StandardSupplyRecord(cardName: Yavimaya Ancients; condition: Unplayed; cost: 0.10; quantity: 45; set: Alliances; vendor: MTGFanatic), 
StandardSupplyRecord(cardName: Yavimaya Ancients; condition: Unplayed; cost: 0.12; quantity: 110; set: Alliances; vendor: ShuffleandCut), 
StandardSupplyRecord(cardName: Yavimaya Ancients; condition: Unplayed; cost: 0.15; quantity: 120; set: Alliances; vendor: AllCCG), 
StandardSupplyRecord(cardName: Yavimaya Ancients; condition: Unplayed; cost: 0.15; quantity: 22; set: Alliances; vendor: TheManaCrypt), 
StandardSupplyRecord(cardName: Yavimaya Ancients; condition: Unplayed; cost: 0.15; quantity: 30; set: Alliances; vendor: Ccg Bot), 
StandardSupplyRecord(cardName: Yavimaya Ancients; condition: Unplayed; cost: 0.16; quantity: 94; set: Alliances; vendor: CCGHouse), 
StandardSupplyRecord(cardName: Yavimaya Ancients; condition: Unplayed; cost: 0.18; quantity: 10; set: Alliances; vendor: XtremeGames), 
StandardSupplyRecord(cardName: Yavimaya Ancients; condition: Unplayed; cost: 0.20; quantity: 15; set: Alliances; vendor: Matchplay), 
StandardSupplyRecord(cardName: Yavimaya Ancients; condition: Unplayed; cost: 0.20; quantity: 65; set: Alliances; vendor: Comic Asylum), 
StandardSupplyRecord(cardName: Yavimaya Ancients; condition: Unplayed; cost: 0.25; quantity: 10; set: Alliances; vendor: SuperGamesInc), 
StandardSupplyRecord(cardName: Yavimaya Ancients; condition: Unplayed; cost: 0.25; quantity: 13; set: Alliances; vendor: HotsauceGames), 
StandardSupplyRecord(cardName: Yavimaya Ancients; condition: Unplayed; cost: 0.25; quantity: 51; set: Alliances; vendor: GamingETC), 
StandardSupplyRecord(cardName: Yavimaya Ancients; condition: Unplayed; cost: 0.27; quantity: 71; set: Alliances; vendor: TrollandToad), 
